score,sentence1,sentence2
3.2,white house spokesman ari fleischer said yesterday step iranian claim taken term capturing alqaida insufficient,step iranian claim taken term capturing alqaida insufficient mainnews msrpar 2012test 0329 4364 result released tuesday meeting seattle american thoracic society published thursday new england journal medicine study result released meeting seattle american thoracic society also published tomorrow issue new england journal medicine mainnews msrpar 2012test 0330 3800 dissent joined chief justice william h rehnquist justice clarence thomas chief justice william h rehnquist justice antonin scalia clarence thomas dissented mainnews msrpar 2012test 0331 4400 united already paid city 34 million penalty meeting first round themployment target united paid 34 million penalty failing meet themployment target mainnews msrpar 2012test 0332 4500 shelley office reported friday 575926 signature reported shelley office released signature count late friday said county reported counting 575926 signature far mainnews msrpar 2012test 0333 4000 bush wanted see aircraft landing way pilot saw aircraft landing white house press secretary ari fleischer said yesterday
1.5,standing reporter photographer 150 yard prison gate brent newbury president rockland county patrolman benevolent association,whole thing travesty fumed brent newbury president rockland county patrolman benevolent association
3.0,brutally beaten really wonder porchia ased case,wonder porchia ased case sax added
5.0,glove said unifi official rob ofneill,unifi official rob ofneill said glove
3.6,pratt whitney said 75 per cent engine equipment would outsourced europe final assthembly germany,pratt whitney said contract 75 per cent engine equipment would outsourced european supplier final assthembly germany
2.8,staff writer selwyn crawford colleen mccain nelson brian anderson dallasnewscom contributed report,staff writer brandon formby colleen mccain nelson contributed report
1.8,commerce commission would significant hurdle deal,new zealand commerce commission given westpac indication whether would approved deal
3.4,prosecutor filed motion informing lee intend seek death penalty,added prosecutor seek death penalty
3.0,american master arthur miller elia kazan blacklist none without sin wed,note subheading terrible parable american master series arthur miller elia kazan blacklist none without sin
2.0,package included increase city sale income tax,also object sale personal income tax increase package
3.333,song offer 99 cent 999 album,company offer song 99 cent album 995
4.25,certainly know suggests take saying seriously added,know everything know suggests take saying seriously said
2.0,gillette share rose 145 45 percent 3395 afternoon new york stock exchange trading,share gillette closed 45 cent 3370 trading wednesday new york stock exchange
1.6,share san diegobased jack box closed 2149 78 cent 38 percent new york stock exchange,share tampabased outback steakhouse inc closed 4450 178 42 percent new york stock exchange
3.6,dow jones industrials climbed 140 point 9000 first time since mber,dow jones industrials briefly surpassed 9000 first time since mber
4.75,government chosen three company develop plan protect commercial aircraft shoulderfired missile attack homeland security official announced tuesday,department homeland security announced tuesday selected three company continue research way thwart shoulderfired missile attack u commercial aircraft
1.75,tamil party blame liberation tiger tamil eelam ltte killing,government wanted revive talk liberation tiger tamil eelam ltte discus interim structure
3.25,two briton sandy mitchell glasgow glasgowborn william sampson face death penalty,sandy mitchell 44 kirkintilloch glasgow william sampson british citizen born glasgow face beheading public
3.0,urged patience american eager service intended block 80 percent telthemarketing call,free service originally intended block 80 percent telthemarketer call
3.6,jordan green prelate private lawyer said comment,ofbriens attorney jordan green ined comment
3.4,mr hadley new partner child said absolutely delighted,statthement issued solicitor mr hadley said absolutely delighted outcome proceeding
3.25,loss occurred overnight willow canyon one three area santa catalina mountain threatened 2weekold fire already blackened 70000 acre,loss occurred overnight willow canyon one three area santa catalina mountain threatened resurgent aspen fire
3.5,want stand let credit card lynching take place ared rep major owen dbrooklyn,want stand see credit card lynching take place said
3.786,however commercial use 260 kernel still month customer,commercial release 26 kernel major linux distributor still rthemain month away
0.8,broader standard poor 500 index spx advanced 2 point 024 percent 977,nasdaq composite index ixic 652 point 039 percent 164566
2.4,two official initially said 300 worker arrested 61 store 21 state,official later revised number said 250 arrested 60 store
3.2,deal make sense company halla said prepared statthement,brian halla ceo natsthemi claimed deal made sense company
4.923,fiftyseven senator including 24 republican signed letter,signed letter 57 senator including 24 republican
2.6,five human case west nile virus reported mesa county health department wednesday,week 103 human west nile case 45 county reported health department
4.0,mr manuel group entered united state walking across bridge linking matamoros brownsville,manuel group entered u way thousand people every day walking across bridge matamoros brownsville
3.0,nasd regulation mr young file response request hearing nasd panel,analyst already let go merrill request hearing nasd panel
3.2,president began speech acknowledging terrorist attack saudi arabia killed least 29 people including seven american,bush however also lashed terrorist bombing saudi arabia killed least 29 people including number american
